,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153
0,0.0,0.0,0.021386938,0.009844402,-0.13078538,0.09727938,-0.071412556,0.0,0.045346167,0.0,0.08521642,0.0,0.28535432,-0.012701293,-0.044936877,0.0,-0.11192756,0.07848278,-0.11398657,-0.052011617,0.0,0.0,0.0,-0.18590207,0.0,0.0,0.0,0.0,0.49124393,0.0,0.0,0.25825346,0.049402848,0.0,0.0,0.3606425,0.0,0.02689648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26173908,-0.0462033,0.039844625,0.0,0.08567946,0.0,0.19827452,0.0,-0.008372035,0.042594925,0.0,-0.016614547,0.0,0.0,0.027699549,-0.024614565,0.0,0.0,0.019066347,-0.017223308,0.0,0.0,0.0,-0.059915386,0.0,-0.09829865,0.0,0.046269957,-0.051379718,0.0,0.0,0.0,0.0,0.04032056,0.0,0.053381518,0.0,0.0,-0.010868829,0.0,0.041677948,0.07250933,0.0,-0.042863864,0.0,0.0,0.0,0.013968397,0.0,0.0,0.0,0.0,-0.09717355,-0.07426234,-0.0005523339,0.0,0.0,-0.039516088,0.0,-0.035467975,-0.014496357,-0.05672152,-0.1259893,0.576983,0.076559454,0.13690507,0.06595004,0.0,0.0,-0.2080447,0.09420879,0.19541132,-0.38791418,0.0,-0.15231717,-0.056927517,0.014592225,0.0,-0.33574778,0.3421081,-0.16866073,0.009967404,0.016856851,0.033624906,-0.12560269,0.09679861,0.36327273,0.045609504,-0.18457131,0.096164,0.051131576,0.0,0.0,-0.22789559,-0.08736521,0.0,-0.012836289,-0.22946237,0.0,0.0,0.0,-0.0038979463,0.0,-0.18935446,0.0,0.0,0.5669519
1,0.0,0.0,0.0121793095,0.038594875,-0.14771807,-0.005347767,-0.044409625,0.0,-0.1039431,0.0,0.27492422,0.0,0.30917376,0.055574987,0.043292742,0.0,0.20097324,-0.23834434,0.25284326,-0.015109865,0.0,0.0,0.0,0.364893,0.0,0.0,0.0,0.0,-0.433257,0.0,0.0,0.25825346,0.049402848,0.0,0.0,0.25042036,0.0,0.01146305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17200905,-0.009260571,0.039844625,0.0,-0.039388277,0.0,0.090807825,0.0,-0.02145584,0.042594925,0.0,-0.034141574,0.0,0.0,0.0057106144,0.036857888,0.0,0.0,0.06524938,-0.017223308,0.0,0.0,0.0,-0.11305106,0.0,-0.010988345,0.0,0.025684519,0.056888483,0.0,0.0,0.0,0.0,0.0144636845,0.0,0.018066732,0.0,0.0,0.015873771,0.0,0.056176446,0.07250933,0.0,0.06875784,0.0,0.0,0.0,0.13563162,0.0,0.0,0.0,0.0,0.021473302,-0.11984836,0.04043839,0.0,0.0,0.06948353,0.0,0.13617559,-0.027094543,0.02928197,0.015065774,-0.95718884,-0.03702119,-0.06284601,-0.013094235,0.0,0.0,-0.09452033,0.121447116,0.13979538,0.14741594,0.0,-0.10600631,0.12426603,0.014592225,0.0,0.06321528,0.52081364,-0.04314392,0.0061319354,0.056938633,0.024773939,0.120047495,0.06557862,0.3253802,-0.10987221,-0.029203162,-0.018561717,0.1617298,0.0,0.0,-0.2965286,0.10684116,0.0,-0.012836289,-0.018884368,0.0,0.0,0.0,-0.07341993,0.0,-0.06293879,0.0,0.0,0.5669519
2,0.0,0.0,-0.14856276,0.0055433256,0.09030448,-0.009055776,-0.071412556,0.0,0.015591465,0.0,0.061640967,0.0,0.10780517,-0.012701293,-0.15417364,0.0,-0.040621083,0.024648694,-0.29296106,-0.052011617,0.0,0.0,0.0,-0.12204424,0.0,0.0,0.0,0.0,-0.6523409,0.0,0.0,-0.2497667,-0.06465246,0.0,0.0,-0.25660315,0.0,0.02689648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15455483,-0.015515899,0.007479982,0.0,-0.15416662,0.0,-0.38153136,0.0,-0.008372035,-0.07272597,0.0,-0.06418449,0.0,0.0,0.009373786,0.004162727,0.0,0.0,0.011429448,-0.00975492,0.0,0.0,0.0,-0.044629138,0.0,0.12865704,0.0,0.051925022,-0.017182838,0.0,0.0,0.0,0.0,0.010403111,0.0,0.03230177,0.0,0.0,-0.0062814346,0.0,0.056176446,-0.10041997,0.0,-0.042863864,0.0,0.0,0.0,0.013968397,0.0,0.0,0.0,0.0,0.001646962,-0.08205475,-0.0005523339,0.0,0.0,-0.0074369833,0.0,-0.035467975,-0.027094543,0.054044258,0.016114326,0.32049382,0.039787903,0.039481044,0.09233527,0.0,0.0,-0.32737544,0.0428231,-0.2136164,0.18111277,0.0,0.15084587,-0.10812917,0.014592225,0.0,0.24737242,0.5616092,-0.06071511,0.009967404,0.016856851,0.025645982,-0.12560269,-0.27318513,0.27952728,-0.043221246,-0.047138534,0.057736587,0.0037939642,0.0,0.0,0.46642277,0.08169627,0.0,-0.027538918,-0.15085083,0.0,0.0,0.0,-0.13510028,0.0,-0.13522497,0.0,0.0,0.5669519
3,0.0,0.0,0.0121793095,0.011570209,-0.18877071,0.022389263,-0.071412556,0.0,-0.06943418,0.0,-0.07523938,0.0,-0.27779767,0.010778653,-0.0037588961,0.0,0.022060132,-0.082557105,-0.20461757,0.017387925,0.0,0.0,0.0,0.31414142,0.0,0.0,0.0,0.0,-0.5096053,0.0,0.0,0.116543904,0.019549618,0.0,0.0,-0.29274705,0.0,-0.053035885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021847822,-0.012734933,-0.06735773,0.0,0.08567946,0.0,0.09902871,0.0,0.16763674,-0.07272597,0.0,-0.06418449,0.0,0.0,0.00406475,0.03642692,0.0,0.0,-0.14351927,-0.05594498,0.0,0.0,0.0,0.006033583,0.0,-0.09069895,0.0,-0.094602905,-0.014195999,0.0,0.0,0.0,0.0,0.0144636845,0.0,-0.021511868,0.0,0.0,0.015873771,0.0,0.05785448,0.037118025,0.0,0.06875784,0.0,0.0,0.0,-0.023799703,0.0,0.0,0.0,0.0,-0.0040611923,-0.17506693,0.012585288,0.0,0.0,-0.066081814,0.0,-0.06325636,-0.027094543,-0.05672152,0.015065774,-0.95175815,-0.03865048,-0.093676925,-0.1844708,0.0,0.0,-0.3252741,0.08924401,0.08938225,0.07805242,0.0,-0.10600631,-0.015878655,0.014592225,0.0,0.08250039,-0.9935838,0.037508495,0.009967404,-0.050453424,-0.034423925,0.05155354,0.031298652,0.36004376,-0.04912509,-0.08024569,0.027205246,0.1703797,0.0,0.0,0.3370262,0.10684116,0.0,-0.027538918,-0.20240851,0.0,0.0,0.0,-0.156274,0.0,-0.2466411,0.0,0.0,0.5669519
4,0.0,0.0,0.021386938,0.038594875,-0.1833606,-0.005347767,0.079732895,0.0,-0.06943418,0.0,-0.022571187,0.0,-0.18089743,0.004205814,0.09968971,0.0,0.18367541,0.11189036,0.29887074,-0.052011617,0.0,0.0,0.0,0.364893,0.0,0.0,0.0,0.0,-0.13425235,0.0,0.0,-0.14183396,0.019549618,0.0,0.0,-0.058347695,0.0,-0.053035885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13032827,-0.009260571,-0.06735773,0.0,-0.039388277,0.0,0.1915971,0.0,-0.014718313,-0.07272597,0.0,0.09121451,0.0,0.0,0.00406475,-0.00068065897,0.0,0.0,0.0913915,0.08379342,0.0,0.0,0.0,0.053876966,0.0,-0.011422746,0.0,0.046269957,0.056888483,0.0,0.0,0.0,0.0,-0.25914517,0.0,0.03230177,0.0,0.0,-0.010868829,0.0,0.050513666,0.037118025,0.0,0.06875784,0.0,0.0,0.0,0.11861199,0.0,0.0,0.0,0.0,-0.0040611923,-0.14260222,0.04043839,0.0,0.0,-0.21283874,0.0,-0.035467975,-0.027094543,-0.05672152,0.04286118,0.7983992,-0.04873648,0.039481044,0.07601683,0.0,0.0,-0.2818281,0.10823129,0.07974195,0.08581289,0.0,-0.10600631,-0.015878655,0.014592225,0.0,0.12804921,-1.0663073,0.07083568,0.009967404,0.016856851,0.024773939,-0.090215825,0.012436643,0.27355614,0.08333499,0.031654105,0.027205246,0.08154833,0.0,0.0,-0.163265,-0.08736521,0.0,0.08646572,0.2638252,0.0,0.0,0.0,0.054765284,0.0,-0.23299687,0.0,0.0,0.5669519
5,0.0,0.0,-0.027358592,-0.088704646,-0.4329859,-0.013510512,-0.071412556,0.0,0.0184694,0.0,-0.36535698,0.0,0.12514365,-0.012701293,-0.044936877,0.0,0.08697771,-0.06540001,0.1847887,-0.008606646,0.0,0.0,0.0,-0.10851558,0.0,0.0,0.0,0.0,0.19157425,0.0,0.0,0.18318272,0.049402848,0.0,0.0,0.30335543,0.0,0.01146305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19488415,0.23618233,-0.22194469,0.0,-0.039388277,0.0,0.22165784,0.0,-0.008372035,0.042594925,0.0,-0.011663932,0.0,0.0,0.011124702,0.036048077,0.0,0.0,0.03057088,-0.00975492,0.0,0.0,0.0,-0.016343132,0.0,-0.03537173,0.0,0.055555835,-0.026578402,0.0,0.0,0.0,0.0,0.04032056,0.0,0.053381518,0.0,0.0,-0.0062814346,0.0,0.023529008,0.02567125,0.0,-0.042863864,0.0,0.0,0.0,0.08523744,0.0,0.0,0.0,0.0,0.001646962,0.20608471,-0.04384187,0.0,0.0,-0.035931043,0.0,-0.0102291815,-0.014496357,0.02928197,0.04286118,0.56521106,0.08014198,0.06633882,0.068137154,0.0,0.0,0.097956285,0.115343004,-0.30464765,0.116067074,0.0,0.15084587,-0.10176681,0.06181705,0.0,-0.27210897,0.4144033,-0.1298294,0.0061319354,0.016856851,-0.0127909025,-0.013193909,0.12918463,0.43839282,-0.04912509,-0.15587114,-0.19920711,-0.33312067,0.0,0.0,0.32024854,0.06299465,0.0,-0.027538918,0.34038806,0.0,0.0,0.0,-0.18044814,0.0,0.019068234,0.0,0.0,0.5669519
6,0.0,0.0,0.021386938,-0.088704646,-0.15606478,-0.009055776,0.079732895,0.0,0.021720128,0.0,-0.0007480383,0.0,-0.27018416,0.004205814,0.09968971,0.0,0.023921508,0.09703621,-0.10190053,-0.052011617,0.0,0.0,0.0,0.26968774,0.0,0.0,0.0,0.0,0.46164584,0.0,0.0,0.15247756,0.019549618,0.0,0.0,-0.11468847,0.0,-0.053035885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05821555,-0.015515899,0.012092398,0.0,-0.054742027,0.0,0.22791097,0.0,0.036567155,0.042594925,0.0,-0.016614547,0.0,0.0,0.010898868,0.13218305,0.0,0.0,0.056713,-0.05594498,0.0,0.0,0.0,0.09234972,0.0,-0.019155161,0.0,0.025684519,-0.017182838,0.0,0.0,0.0,0.0,0.04032056,0.0,0.053381518,0.0,0.0,-0.010868829,0.0,-0.15076782,0.037118025,0.0,0.06875784,0.0,0.0,0.0,0.0020342115,0.0,0.0,0.0,0.0,-0.0040611923,-0.11797151,0.04064694,0.0,0.0,0.08152856,0.0,0.07635395,-0.027094543,-0.09383535,0.04286118,0.80680454,0.068067245,-0.017298056,-0.032733478,0.0,0.0,-0.18903668,0.1587297,0.07318617,0.13882014,0.0,-0.10600631,-0.35304135,0.014592225,0.0,0.17624491,-0.76494336,0.08380016,0.041288532,0.016856851,-0.039284285,-0.090215825,0.067256376,0.2805369,0.07113586,0.095063426,0.038068898,0.08154833,0.0,0.0,-0.11871162,0.03699253,0.0,-0.012836289,-0.40854803,0.0,0.0,0.0,0.05411399,0.0,0.5254129,0.0,0.0,0.5669519
7,0.0,0.0,-0.027358592,-0.01274052,0.21829003,-0.009055776,-0.071412556,0.0,0.045346167,0.0,0.08521642,0.0,-0.12863344,-0.012701293,-0.15417364,0.0,-0.04609916,0.008309752,-0.10190053,-0.052011617,0.0,0.0,0.0,-0.12824558,0.0,0.0,0.0,0.0,0.45541784,0.0,0.0,0.15247756,-0.06465246,0.0,0.0,-0.31865397,0.0,0.02689648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2289458,-0.015515899,0.012092398,0.0,-0.15416662,0.0,-0.029762737,0.0,-0.008372035,0.042594925,0.0,-0.016614547,0.0,0.0,0.027699549,0.008152191,0.0,0.0,0.008918454,-0.05594498,0.0,0.0,0.0,-0.18407694,0.0,0.25903067,0.0,0.0882304,-0.017182838,0.0,0.0,0.0,0.0,0.04032056,0.0,0.03230177,0.0,0.0,-0.010868829,0.0,-0.0593929,-0.035552755,0.0,-0.042863864,0.0,0.0,0.0,-0.058772538,0.0,0.0,0.0,0.0,0.001646962,0.2588931,-0.0005523339,0.0,0.0,-0.009127952,0.0,-0.0147363,-0.027094543,0.054044258,0.04286118,0.4863825,-0.039794534,-0.019408433,0.09130067,0.0,0.0,0.6536053,0.12302694,0.06768636,-0.19514388,0.0,0.15084587,-0.056927517,-0.08472777,0.0,0.25943568,0.05467311,-0.07248925,-0.047782615,0.016856851,0.00996563,-0.12560269,0.12465426,0.46974772,-0.010837767,-0.18457131,0.096164,0.0037939642,0.0,0.0,-0.17671372,0.02522693,0.0,0.08646572,0.042298064,0.0,0.0,0.0,0.030591149,0.0,-0.19260438,0.0,0.0,0.5669519
8,0.0,0.0,0.021386938,0.009844402,0.24712202,-0.009055776,0.079732895,0.0,-0.1039431,0.0,-0.021179395,0.0,-0.15042055,0.004205814,-0.082145855,0.0,-0.14725496,0.11189036,0.36748618,-0.052011617,0.0,0.0,0.0,-0.21104644,0.0,0.0,0.0,0.0,-0.21815574,0.0,0.0,-0.086706065,0.019549618,0.0,0.0,-0.288093,0.0,0.02689648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1376873,-0.015515899,0.012092398,0.0,-0.039388277,0.0,0.25139338,0.0,-0.014718313,0.042594925,0.0,-0.034141574,0.0,0.0,0.0057106144,-0.018302858,0.0,0.0,0.023541946,0.08379342,0.0,0.0,0.0,-0.007272307,0.0,-0.1020282,0.0,0.0882304,-0.017182838,0.0,0.0,0.0,0.0,-0.25914517,0.0,0.03230177,0.0,0.0,-0.010868829,0.0,0.07195525,0.017346999,0.0,-0.042863864,0.0,0.0,0.0,-0.023799703,0.0,0.0,0.0,0.0,-0.07059487,-0.13336533,0.012585288,0.0,0.0,-0.1293115,0.0,-0.020657929,-0.027094543,0.054044258,0.04286118,0.66984916,-0.15869687,-0.061700083,0.0734575,0.0,0.0,0.71225,0.057632633,0.07974195,-0.11289625,0.0,-0.15231717,-0.11308983,0.014592225,0.0,0.15920606,-0.56485,0.1106738,0.009967404,-0.014936885,-0.10143329,-0.12560269,0.017174378,-0.30808744,-0.07542122,-0.16076802,0.057736587,0.17452754,0.0,0.0,-0.18010744,-0.21040758,0.0,-0.027538918,-0.23622365,0.0,0.0,0.0,-0.0049464814,0.0,-0.26319695,0.0,0.0,0.5669519
9,0.0,0.0,0.021386938,-0.01274052,0.22863856,-0.005377412,-0.044409625,0.0,0.045346167,0.0,0.09427573,0.0,0.06008988,0.0103836,-0.028720224,0.0,-0.015005235,-0.101694204,0.0046469197,0.017387925,0.0,0.0,0.0,-0.12204424,0.0,0.0,0.0,0.0,0.4567796,0.0,0.0,0.18318272,-0.025584172,0.0,0.0,0.3210909,0.0,0.02689648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12245093,0.05574676,0.039844625,0.0,0.14725798,0.0,-0.53650916,0.0,-0.008372035,0.042594925,0.0,-0.016614547,0.0,0.0,0.027699549,0.0015861355,0.0,0.0,0.0108113475,-0.00975492,0.0,0.0,0.0,0.10874623,0.0,0.17034075,0.0,0.0882304,-0.010518147,0.0,0.0,0.0,0.0,0.02184398,0.0,0.053381518,0.0,0.0,-0.0062814346,0.0,0.056176446,-0.024024293,0.0,-0.042863864,0.0,0.0,0.0,-0.09014385,0.0,0.0,0.0,0.0,0.028225642,0.043721467,-0.088182904,0.0,0.0,-0.0074369833,0.0,-0.0147363,0.048803292,0.054044258,0.016114326,0.3279626,0.058592133,0.049440123,0.09233527,0.0,0.0,0.7085207,0.12642428,-0.30464765,-0.13941851,0.0,0.15084587,-0.056927517,-0.020000415,0.0,0.1657667,-0.3996892,0.0831078,0.041288532,0.016856851,0.025645982,0.08281824,0.058721524,0.51243925,-0.04912509,0.0356348,0.096164,0.19062963,0.0,0.0,0.31362173,0.12367469,0.0,-0.012836289,0.028503357,0.0,0.0,0.0,-0.07341993,0.0,0.3864838,0.0,0.0,0.5669519
