f48,f29,f19,f18,f11,f9,f123,f62,Features.Skew.Mean,f111,f14,f56,f118,Features.SpearmanCorrelation.Mean,f81,f54,f3,attributes total,f71,Features.PearsonCorrelation.Mean,f5,f63,Features.Skew.StandardDeviation,f114,f105,dimensionality,f88,f76,f49,f6,f36,f50,f15,Features.Kurtosis.StandardDeviation,f73,f52,f17,f112,FeaturesLabels.PearsonCorrelation.Mean,Labels.Skew.NonAggregated,f66,f4,f117,f120,Labels.Mean.NonAggregated,f59,Features.Kurtosis.Mean,Features.Mean.StandardDeviation,Features.SpearmanCorrelation.StandardDeviation,f110,f32,FeaturesLabels.SpearmanCorrelation.Mean,f107,f113,f75,FeaturesLabels.SpearmanCorrelation.StandardDeviation,f119,f13,f67,f86,f101,f124,f89,FeaturesLabels.PearsonCorrelation.StandardDeviation,f20,Features.PearsonCorrelation.StandardDeviation,f83,nonzero_vals_cnt,f109,f24,f95,f102,f108,f122,f100,instances,f7,f33,f38,f91,f57
17.908990533333334,8.530298523999999,4.2174031124999996,3.1187950975,10.096918585000001,11.5,4.760660051666666,8.75,3.8502116478947372,6.460470301428573,2.61896753,5.07486963,8.785752777999999,11.225044465,10.7560406,5.2122971216666665,3.89375806,10.1406206125,6.893847543333333,6.17996502,3.883419418,3.9870029300000005,7.533692065,8.255408415,7.355782615000001,4.000413687777778,2.3551907549999997,7.3066988,5.61171293,4.389884,5.135348895714285,6.58082056,9.65890694,4.91043043,10.344349260000001,4.11498034,12.3465738,4.68434155,2.8884927433333334,2.580566643333333,5.49388742,3.35650325,6.272204044444446,4.2966074925,3.5191781533333337,4.66666651,3.731791135,3.920138732857143,5.3138704281818185,4.45515966,3.8723346000000003,2.406769455,6.1997695,3.35237324,3.884704825,3.063604833333333,4.654629561999999,3.248753151666666,2.95996785,2.35199738,4.109300256666667,2.44728184,4.62050962,3.14726583,2.21819329,2.71389818,3.73913884,4.520273446666667,2.24065053,3.8869258166666665,3.9696735149999998,2.9939341533333335,4.6126318,2.9277446275,2.380418185,4.16217422,2.7639209,2.49120617,3.03786159,2.82033885,2.81879151
